0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
2500 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2501 http fetch GET 200 https://registry.npmjs.org/@jest%2ftypes 2349ms (cache miss)
2502 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftypes set size:undefined disposed:false
2503 http fetch GET 200 https://registry.npmjs.org/color-name 2349ms (cache miss)
2504 silly packumentCache corgi:https://registry.npmjs.org/color-name set size:undefined disposed:false
2505 http fetch GET 200 https://registry.npmjs.org/ws 2351ms (cache miss)
2506 silly packumentCache corgi:https://registry.npmjs.org/ws set size:undefined disposed:false
2507 http fetch GET 200 https://registry.npmjs.org/ansi-regex 2351ms (cache miss)
2508 silly packumentCache corgi:https://registry.npmjs.org/ansi-regex set size:undefined disposed:false
2509 http fetch GET 200 https://registry.npmjs.org/@jest%2ffake-timers 2353ms (cache miss)
2510 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ffake-timers set size:undefined disposed:false
2511 http fetch GET 200 https://registry.npmjs.org/escape-string-regexp 2356ms (cache miss)
2512 silly packumentCache corgi:https://registry.npmjs.org/escape-string-regexp set size:undefined disposed:false
2513 http fetch GET 200 https://registry.npmjs.org/entities 2357ms (cache miss)
2514 silly packumentCache corgi:https://registry.npmjs.org/entities set size:undefined disposed:false
2515 http fetch GET 200 https://registry.npmjs.org/supports-color 2357ms (cache miss)
2516 silly packumentCache corgi:https://registry.npmjs.org/supports-color set size:undefined disposed:false
2517 http fetch GET 200 https://registry.npmjs.org/tr46 2358ms (cache miss)
2518 silly packumentCache corgi:https://registry.npmjs.org/tr46 set size:undefined disposed:false
2519 http fetch GET 200 https://registry.npmjs.org/webidl-conversions 2358ms (cache miss)
2520 silly packumentCache corgi:https://registry.npmjs.org/webidl-conversions set size:undefined disposed:false
2521 http fetch GET 200 https://registry.npmjs.org/@jest%2fenvironment 2360ms (cache miss)
2522 silly packumentCache corgi:https://registry.npmjs.org/@jest%2fenvironment set size:undefined disposed:false
2523 http fetch GET 200 https://registry.npmjs.org/babel-jest 2362ms (cache miss)
2524 silly packumentCache corgi:https://registry.npmjs.org/babel-jest set size:undefined disposed:false
2525 http fetch GET 200 https://registry.npmjs.org/chalk 2365ms (cache miss)
2526 silly packumentCache corgi:https://registry.npmjs.org/chalk set size:undefined disposed:false
2527 http fetch GET 200 https://registry.npmjs.org/mime-db 2366ms (cache miss)
2528 silly packumentCache corgi:https://registry.npmjs.org/mime-db set size:undefined disposed:false
2529 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2367ms (cache miss)
2530 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2531 http fetch GET 200 https://registry.npmjs.org/@jest%2ftransform 2372ms (cache miss)
2532 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftransform set size:undefined disposed:false
2533 http fetch GET 200 https://registry.npmjs.org/color-convert 2372ms (cache miss)
2534 silly packumentCache corgi:https://registry.npmjs.org/color-convert set size:undefined disposed:false
2535 http fetch GET 200 https://registry.npmjs.org/whatwg-url 2374ms (cache miss)
2536 silly packumentCache corgi:https://registry.npmjs.org/whatwg-url set size:undefined disposed:false
2537 http fetch GET 200 https://registry.npmjs.org/lru-cache 2377ms (cache miss)
2538 silly packumentCache corgi:https://registry.npmjs.org/lru-cache set size:undefined disposed:false
2539 http fetch GET 200 https://registry.npmjs.org/source-map 2381ms (cache miss)
2540 silly packumentCache corgi:https://registry.npmjs.org/source-map set size:undefined disposed:false
2541 http fetch GET 200 https://registry.npmjs.org/source-map 2382ms (cache miss)
2542 silly packumentCache corgi:https://registry.npmjs.org/source-map set size:undefined disposed:false
2543 http fetch GET 200 https://registry.npmjs.org/picomatch 2384ms (cache miss)
2544 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
2545 http fetch GET 200 https://registry.npmjs.org/picomatch 2385ms (cache miss)
2546 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
2547 http fetch GET 200 https://registry.npmjs.org/supports-color 2386ms (cache miss)
2548 silly packumentCache corgi:https://registry.npmjs.org/supports-color set size:undefined disposed:false
2549 http fetch GET 200 https://registry.npmjs.org/@sinclair%2ftypebox 2390ms (cache miss)
2550 silly packumentCache corgi:https://registry.npmjs.org/@sinclair%2ftypebox set size:undefined disposed:false
2551 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2392ms (cache miss)
2552 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2553 http fetch GET 200 https://registry.npmjs.org/yaml 2396ms (cache miss)
2554 silly packumentCache corgi:https://registry.npmjs.org/yaml set size:undefined disposed:false
2555 http fetch GET 200 https://registry.npmjs.org/@jest%2fschemas 2397ms (cache miss)
2556 silly packumentCache corgi:https://registry.npmjs.org/@jest%2fschemas set size:undefined disposed:false
2557 http fetch GET 200 https://registry.npmjs.org/camelcase 2398ms (cache miss)
2558 silly packumentCache corgi:https://registry.npmjs.org/camelcase set size:undefined disposed:false
2559 http fetch GET 200 https://registry.npmjs.org/jest-util 2399ms (cache miss)
2560 silly packumentCache corgi:https://registry.npmjs.org/jest-util set size:undefined disposed:false
2561 http fetch GET 200 https://registry.npmjs.org/jest-validate 2402ms (cache miss)
2562 silly packumentCache corgi:https://registry.npmjs.org/jest-validate set size:undefined disposed:false
2563 http fetch GET 200 https://registry.npmjs.org/https-proxy-agent 2407ms (cache miss)
2564 silly packumentCache corgi:https://registry.npmjs.org/https-proxy-agent set size:undefined disposed:false
2565 http fetch GET 200 https://registry.npmjs.org/jest-worker 2408ms (cache miss)
2566 silly packumentCache corgi:https://registry.npmjs.org/jest-worker set size:undefined disposed:false
2567 http fetch GET 200 https://registry.npmjs.org/@jest%2ftypes 2413ms (cache miss)
2568 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftypes set size:undefined disposed:false
2569 http fetch GET 200 https://registry.npmjs.org/hermes-estree 2418ms (cache miss)
2570 silly packumentCache corgi:https://registry.npmjs.org/hermes-estree set size:undefined disposed:false
2571 http fetch GET 200 https://registry.npmjs.org/hermes-parser 2421ms (cache miss)
2572 silly packumentCache corgi:https://registry.npmjs.org/hermes-parser set size:undefined disposed:false
2573 http fetch GET 200 https://registry.npmjs.org/@jest%2fschemas 2424ms (cache miss)
2574 silly packumentCache corgi:https://registry.npmjs.org/@jest%2fschemas set size:undefined disposed:false
2575 http fetch GET 200 https://registry.npmjs.org/ws 2431ms (cache miss)
2576 silly packumentCache corgi:https://registry.npmjs.org/ws set size:undefined disposed:false
2577 http fetch GET 200 https://registry.npmjs.org/agent-base 2434ms (cache miss)
2578 silly packumentCache corgi:https://registry.npmjs.org/agent-base set size:undefined disposed:false
2579 http fetch GET 200 https://registry.npmjs.org/@jest%2ftypes 2436ms (cache miss)
2580 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftypes set size:undefined disposed:false
2581 http fetch GET 200 https://registry.npmjs.org/pretty-format 2443ms (cache miss)
2582 silly packumentCache corgi:https://registry.npmjs.org/pretty-format set size:undefined disposed:false
2583 http fetch GET 200 https://registry.npmjs.org/supports-color 2443ms (cache miss)
2584 silly packumentCache corgi:https://registry.npmjs.org/supports-color set size:undefined disposed:false
2585 http fetch GET 200 https://registry.npmjs.org/picomatch 2445ms (cache miss)
2586 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
2587 http fetch GET 200 https://registry.npmjs.org/@sinclair%2ftypebox 2449ms (cache miss)
2588 silly packumentCache corgi:https://registry.npmjs.org/@sinclair%2ftypebox set size:undefined disposed:false
2589 http fetch GET 200 https://registry.npmjs.org/ci-info 2453ms (cache miss)
2590 silly packumentCache corgi:https://registry.npmjs.org/ci-info set size:undefined disposed:false
2591 http fetch GET 200 https://registry.npmjs.org/hermes-estree 2455ms (cache miss)
2592 silly packumentCache corgi:https://registry.npmjs.org/hermes-estree set size:undefined disposed:false
2593 http fetch GET 200 https://registry.npmjs.org/@sinclair%2ftypebox 2458ms (cache miss)
2594 silly packumentCache corgi:https://registry.npmjs.org/@sinclair%2ftypebox set size:undefined disposed:false
2595 http fetch GET 200 https://registry.npmjs.org/react-is 2463ms (cache miss)
2596 silly packumentCache corgi:https://registry.npmjs.org/react-is set size:undefined disposed:false
2597 http fetch GET 200 https://registry.npmjs.org/ci-info 2467ms (cache miss)
2598 silly packumentCache corgi:https://registry.npmjs.org/ci-info set size:undefined disposed:false
2599 http fetch GET 200 https://registry.npmjs.org/jest-util 2468ms (cache miss)
2600 silly packumentCache corgi:https://registry.npmjs.org/jest-util set size:undefined disposed:false
2601 http fetch GET 200 https://registry.npmjs.org/has-flag 2470ms (cache miss)
2602 silly packumentCache corgi:https://registry.npmjs.org/has-flag set size:undefined disposed:false
2603 http fetch GET 200 https://registry.npmjs.org/jest-worker 2473ms (cache miss)
2604 silly packumentCache corgi:https://registry.npmjs.org/jest-worker set size:undefined disposed:false
2605 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2474ms (cache miss)
2606 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2607 http fetch GET 200 https://registry.npmjs.org/supports-color 2475ms (cache miss)
2608 silly packumentCache corgi:https://registry.npmjs.org/supports-color set size:undefined disposed:false
2609 http fetch GET 200 https://registry.npmjs.org/escape-string-regexp 2475ms (cache miss)
2610 silly packumentCache corgi:https://registry.npmjs.org/escape-string-regexp set size:undefined disposed:false
2611 http fetch GET 200 https://registry.npmjs.org/@jest%2fschemas 2480ms (cache miss)
2612 silly packumentCache corgi:https://registry.npmjs.org/@jest%2fschemas set size:undefined disposed:false
2613 http fetch GET 200 https://registry.npmjs.org/@jest%2ftypes 2481ms (cache miss)
2614 silly packumentCache corgi:https://registry.npmjs.org/@jest%2ftypes set size:undefined disposed:false
2615 http fetch GET 200 https://registry.npmjs.org/hermes-parser 2483ms (cache miss)
2616 silly packumentCache corgi:https://registry.npmjs.org/hermes-parser set size:undefined disposed:false
2617 http fetch GET 200 https://registry.npmjs.org/color-name 2484ms (cache miss)
2618 silly packumentCache corgi:https://registry.npmjs.org/color-name set size:undefined disposed:false
2619 http fetch GET 200 https://registry.npmjs.org/scheduler 2492ms (cache miss)
2620 silly packumentCache corgi:https://registry.npmjs.org/scheduler set size:undefined disposed:false
2621 http fetch GET 200 https://registry.npmjs.org/chalk 2495ms (cache miss)
2622 silly packumentCache corgi:https://registry.npmjs.org/chalk set size:undefined disposed:false
2623 http fetch GET 200 https://registry.npmjs.org/slash 2497ms (cache miss)
2624 silly packumentCache corgi:https://registry.npmjs.org/slash set size:undefined disposed:false
2625 http fetch GET 200 https://registry.npmjs.org/@sinclair%2ftypebox 2498ms (cache miss)
2626 silly packumentCache corgi:https://registry.npmjs.org/@sinclair%2ftypebox set size:undefined disposed:false
2627 http fetch GET 200 https://registry.npmjs.org/source-map 2501ms (cache miss)
2628 silly packumentCache corgi:https://registry.npmjs.org/source-map set size:undefined disposed:false
2629 http fetch GET 200 https://registry.npmjs.org/debug 2502ms (cache miss)
2630 silly packumentCache corgi:https://registry.npmjs.org/debug set size:undefined disposed:false
2631 http fetch GET 200 https://registry.npmjs.org/char-regex 2503ms (cache miss)
2632 silly packumentCache corgi:https://registry.npmjs.org/char-regex set size:undefined disposed:false
2633 http fetch GET 200 https://registry.npmjs.org/string-length 2503ms (cache miss)
2634 silly packumentCache corgi:https://registry.npmjs.org/string-length set size:undefined disposed:false
2635 http fetch GET 200 https://registry.npmjs.org/ms 2504ms (cache miss)
2636 silly packumentCache corgi:https://registry.npmjs.org/ms set size:undefined disposed:false
2637 http fetch GET 200 https://registry.npmjs.org/strip-ansi 2507ms (cache miss)
2638 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
2639 http fetch GET 200 https://registry.npmjs.org/string-length 2511ms (cache miss)
2640 silly packumentCache corgi:https://registry.npmjs.org/string-length set size:undefined disposed:false
2641 http fetch GET 200 https://registry.npmjs.org/pretty-format 2512ms (cache miss)
2642 silly packumentCache corgi:https://registry.npmjs.org/pretty-format set size:undefined disposed:false
2643 http fetch GET 200 https://registry.npmjs.org/ansi-escapes 2513ms (cache miss)
2644 silly packumentCache corgi:https://registry.npmjs.org/ansi-escapes set size:undefined disposed:false
2645 http fetch GET 200 https://registry.npmjs.org/jest-watcher 2515ms (cache miss)
2646 silly packumentCache corgi:https://registry.npmjs.org/jest-watcher set size:undefined disposed:false
2647 http fetch GET 200 https://registry.npmjs.org/ansi-styles 2516ms (cache miss)
2648 silly packumentCache corgi:https://registry.npmjs.org/ansi-styles set size:undefined disposed:false
2649 http fetch GET 200 https://registry.npmjs.org/picomatch 2518ms (cache miss)
2650 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
